province_s,province_l,feature_id,date,people_vaccinated,people_fully_vaccinated,source,flag
KHM,Khammuane,6,7 September 2021,165373,105977,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4595231230501535,1
SVK,Savannakhet,12,7 September 2021,353891,180065,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4595231230501535,1
SLV,Saravane,11,7 September 2021,92779,67501,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4595231230501535,1
SK,Sekong,16,7 September 2021,34587,26246,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4595231230501535,1
CPS,Champasak,4,7 September 2021,229297,152484,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4595231230501535,1
ATP,Attapeu,1,7 September 2021,40654,29192,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4595231230501535,1
XSB,Xaysomboun,15,7 September 2021,28220,23641,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4595231230501535,1
CENTRE,Central Hospitals,99,8 September 2021,163074,146502,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
VTE,Vientiane Capital,13,8 September 2021,497400,350963,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
PHO,Phongsaly,10,8 September 2021,30499,25125,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
LNT,Luangnamtha,7,8 September 2021,64915,54774,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
ODX,Oudomxay,9,8 September 2021,88097,78946,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
BK,Bokeo,2,8 September 2021,115452,102828,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
LPB,Luangprabang,8,8 September 2021,134278,87853,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
HPH,Huaphanh,5,8 September 2021,62237,51893,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
XYB,Xayabury,0,8 September 2021,124497,97743,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
XK,Xiengkhuang,17,8 September 2021,69138,58374,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
VTP,Vientiane,14,8 September 2021,213020,139860,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
BKX,Borikhamxay,3,8 September 2021,92589,68444,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
KHM,Khammuane,6,8 September 2021,165494,106033,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
SVK,Savannakhet,12,8 September 2021,353958,178539,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
SLV,Saravane,11,8 September 2021,92781,67501,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
SK,Sekong,16,8 September 2021,34932,26248,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
CPS,Champasak,4,8 September 2021,230359,152465,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
ATP,Attapeu,1,8 September 2021,40722,29192,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
XSB,Xaysomboun,15,8 September 2021,28428,23453,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4598589086832416,0
CENTRE,Central Hospitals,99,10 September 2021,163923,147395,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
VTE,Vientiane Capital,13,10 September 2021,498533,353223,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
PHO,Phongsaly,10,10 September 2021,41471,31318,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
LNT,Luangnamtha,7,10 September 2021,65029,54774,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
ODX,Oudomxay,9,10 September 2021,91698,79026,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
BK,Bokeo,2,10 September 2021,116843,103304,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
LPB,Luangprabang,8,10 September 2021,138316,90198,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
HPH,Huaphanh,5,10 September 2021,64599,52396,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
XYB,Xayabury,0,10 September 2021,125261,97869,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
XK,Xiengkhuang,17,10 September 2021,71457,58896,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
VTP,Vientiane,14,10 September 2021,214361,137235,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
BKX,Borikhamxay,3,10 September 2021,99040,70226,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
KHM,Khammuane,6,10 September 2021,168768,106086,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
SVK,Savannakhet,12,10 September 2021,355035,179412,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
SLV,Saravane,11,10 September 2021,96544,67628,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
SK,Sekong,16,10 September 2021,35850,26261,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
CPS,Champasak,4,10 September 2021,233306,152505,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
ATP,Attapeu,1,10 September 2021,41432,29192,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
XSB,Xaysomboun,15,10 September 2021,29482,23471,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4603373349687323,0
CENTRE,Central Hospitals,99,12 September 2021,163926,147397,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
VTE,Vientiane Capital,13,12 September 2021,498711,353225,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
PHO,Phongsaly,10,12 September 2021,41567,31318,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
LNT,Luangnamtha,7,12 September 2021,65029,54774,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
ODX,Oudomxay,9,12 September 2021,92035,79026,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
BK,Bokeo,2,12 September 2021,117077,103384,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
LPB,Luangprabang,8,12 September 2021,143081,92784,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
HPH,Huaphanh,5,12 September 2021,64904,52397,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
XYB,Xayabury,0,12 September 2021,125261,97869,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
XK,Xiengkhuang,17,12 September 2021,71634,59018,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
VTP,Vientiane,14,12 September 2021,214661,137243,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
BKX,Borikhamxay,3,12 September 2021,101708,71255,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
KHM,Khammuane,6,12 September 2021,168955,106163,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
SVK,Savannakhet,12,12 September 2021,356032,180273,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
SLV,Saravane,11,12 September 2021,97145,67632,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
SK,Sekong,16,12 September 2021,35905,26261,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
CPS,Champasak,4,12 September 2021,235241,152505,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
ATP,Attapeu,1,12 September 2021,41432,29192,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
XSB,Xaysomboun,15,12 September 2021,29512,23471,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4611379275553397/,0
CENTRE,Central Hospitals,99,15 September 2021,165036,148300,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
VTE,Vientiane Capital,13,15 September 2021,502212,355848,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
PHO,Phongsaly,10,15 September 2021,43547,32213,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
LNT,Luangnamtha,7,15 September 2021,68561,55474,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
ODX,Oudomxay,9,15 September 2021,96555,79040,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
BK,Bokeo,2,15 September 2021,119023,103824,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
LPB,Luangprabang,8,15 September 2021,146227,94942,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
HPH,Huaphanh,5,15 September 2021,66135,52590,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
XYB,Xayabury,0,15 September 2021,125713,98438,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
XK,Xiengkhuang,17,15 September 2021,73476,60511,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
VTP,Vientiane,14,15 September 2021,215914,137271,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
BKX,Borikhamxay,3,15 September 2021,105175,73213,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
KHM,Khammuane,6,15 September 2021,170329,106782,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
SVK,Savannakhet,12,15 September 2021,356654,180899,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
SLV,Saravane,11,15 September 2021,107707,69245,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
SK,Sekong,16,15 September 2021,39751,26916,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
CPS,Champasak,4,15 September 2021,265999,162511,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
ATP,Attapeu,1,15 September 2021,41434,29192,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
XSB,Xaysomboun,15,15 September 2021,30166,23508,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4619259314765393/,0
CENTRE,Central Hospitals,99,20 September 2021,165334,148597,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
VTE,Vientiane Capital,13,20 September 2021,506578,362678,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
PHO,Phongsaly,10,20 September 2021,49084,32214,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
LNT,Luangnamtha,7,20 September 2021,69455,55509,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
ODX,Oudomxay,9,20 September 2021,107105,79376,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
BK,Bokeo,2,20 September 2021,120017,104071,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
LPB,Luangprabang,8,20 September 2021,149770,99582,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
HPH,Huaphanh,5,20 September 2021,67594,52704,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
XYB,Xayabury,0,20 September 2021,125883,99922,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
XK,Xiengkhuang,17,20 September 2021,75839,61672,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
VTP,Vientiane,14,20 September 2021,216759,137024,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
BKX,Borikhamxay,3,20 September 2021,110300,75113,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
KHM,Khammuane,6,20 September 2021,170513,107078,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
SVK,Savannakhet,12,20 September 2021,359234,184087,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
SLV,Saravane,11,20 September 2021,117483,72749,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
SK,Sekong,16,20 September 2021,43261,26901,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
CPS,Champasak,4,20 September 2021,291301,165260,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
ATP,Attapeu,1,20 September 2021,41781,29192,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
XSB,Xaysomboun,15,20 September 2021,31096,23598,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4634902826534375/,0
CENTRE,Central Hospitals,99,26 September 2021,166181,150291,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
VTE,Vientiane Capital,13,26 September 2021,513303,371401,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
PHO,Phongsaly,10,26 September 2021,52145,32214,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
LNT,Luangnamtha,7,26 September 2021,72461,55866,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
ODX,Oudomxay,9,26 September 2021,111201,79406,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
BK,Bokeo,2,26 September 2021,129985,106047,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
LPB,Luangprabang,8,26 September 2021,154467,105841,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
HPH,Huaphanh,5,26 September 2021,70734,53083,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
XYB,Xayabury,0,26 September 2021,128454,106126,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
XK,Xiengkhuang,17,26 September 2021,81829,64937,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
VTP,Vientiane,14,26 September 2021,219951,143368,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
BKX,Borikhamxay,3,26 September 2021,112713,82265,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
KHM,Khammuane,6,26 September 2021,175193,112890,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
SVK,Savannakhet,12,26 September 2021,364239,208952,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
SLV,Saravane,11,26 September 2021,155816,92243,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
SK,Sekong,16,26 September 2021,45344,26468,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
CPS,Champasak,4,26 September 2021,296944,166515,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
ATP,Attapeu,1,26 September 2021,45657,30769,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
XSB,Xaysomboun,15,26 September 2021,32643,23620,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1580136645344357/4654759347882056/,0
CENTRE,Central Hospitals,99,29 September 2021,166287,150945,https://www.facebook.com/photo/?fbid=229586452537624,0
VTE,Vientiane Capital,13,29 September 2021,517479,375251,https://www.facebook.com/photo/?fbid=229586452537624,0
PHO,Phongsaly,10,29 September 2021,53635,32215,https://www.facebook.com/photo/?fbid=229586452537624,0
LNT,Luangnamtha,7,29 September 2021,72862,56188,https://www.facebook.com/photo/?fbid=229586452537624,0
ODX,Oudomxay,9,29 September 2021,112364,79406,https://www.facebook.com/photo/?fbid=229586452537624,0
BK,Bokeo,2,29 September 2021,131311,108686,https://www.facebook.com/photo/?fbid=229586452537624,0
LPB,Luangprabang,8,29 September 2021,156044,111409,https://www.facebook.com/photo/?fbid=229586452537624,0
HPH,Huaphanh,5,29 September 2021,73248,52172,https://www.facebook.com/photo/?fbid=229586452537624,0
XYB,Xayabury,0,29 September 2021,131680,108663,https://www.facebook.com/photo/?fbid=229586452537624,0
XK,Xiengkhuang,17,29 September 2021,83596,66025,https://www.facebook.com/photo/?fbid=229586452537624,0
VTP,Vientiane,14,29 September 2021,222398,150850,https://www.facebook.com/photo/?fbid=229586452537624,0
BKX,Borikhamxay,3,29 September 2021,113252,83439,https://www.facebook.com/photo/?fbid=229586452537624,0
KHM,Khammuane,6,29 September 2021,178838,116375,https://www.facebook.com/photo/?fbid=229586452537624,0
SVK,Savannakhet,12,29 September 2021,365551,217057,https://www.facebook.com/photo/?fbid=229586452537624,0
SLV,Saravane,11,29 September 2021,153575,93956,https://www.facebook.com/photo/?fbid=229586452537624,0
SK,Sekong,16,29 September 2021,46360,26811,https://www.facebook.com/photo/?fbid=229586452537624,0
CPS,Champasak,4,29 September 2021,296985,167449,https://www.facebook.com/photo/?fbid=229586452537624,0
ATP,Attapeu,1,29 September 2021,47747,32568,https://www.facebook.com/photo/?fbid=229586452537624,0
XSB,Xaysomboun,15,29 September 2021,33567,23976,https://www.facebook.com/photo/?fbid=229586452537624,0
CENTRE,Central Hospitals,99,30 September 2021,166412,152017,https://www.facebook.com/photo?fbid=230426802453589,1
VTE,Vientiane Capital,13,30 September 2021,519760,379338,https://www.facebook.com/photo?fbid=230426802453589,1
PHO,Phongsaly,10,30 September 2021,53816,33321,https://www.facebook.com/photo?fbid=230426802453589,1
LNT,Luangnamtha,7,30 September 2021,72876,56188,https://www.facebook.com/photo?fbid=230426802453589,1
ODX,Oudomxay,9,30 September 2021,112422,79406,https://www.facebook.com/photo?fbid=230426802453589,1
BK,Bokeo,2,30 September 2021,131490,109068,https://www.facebook.com/photo?fbid=230426802453589,1
LPB,Luangprabang,8,30 September 2021,169897,117867,https://www.facebook.com/photo?fbid=230426802453589,1
HPH,Huaphanh,5,30 September 2021,74876,52625,https://www.facebook.com/photo?fbid=230426802453589,1
XYB,Xayabury,0,30 September 2021,131872,109153,https://www.facebook.com/photo?fbid=230426802453589,1
XK,Xiengkhuang,17,30 September 2021,85960,67113,https://www.facebook.com/photo?fbid=230426802453589,1
VTP,Vientiane,14,30 September 2021,222632,151714,https://www.facebook.com/photo?fbid=230426802453589,1
BKX,Borikhamxay,3,30 September 2021,113709,85186,https://www.facebook.com/photo?fbid=230426802453589,1
KHM,Khammuane,6,30 September 2021,180790,117027,https://www.facebook.com/photo?fbid=230426802453589,1
SVK,Savannakhet,12,30 September 2021,366741,220589,https://www.facebook.com/photo?fbid=230426802453589,1
SLV,Saravane,11,30 September 2021,155578,97668,https://www.facebook.com/photo?fbid=230426802453589,1
SK,Sekong,16,30 September 2021,45779,26792,https://www.facebook.com/photo?fbid=230426802453589,1
CPS,Champasak,4,30 September 2021,297368,168388,https://www.facebook.com/photo?fbid=230426802453589,1
ATP,Attapeu,1,30 September 2021,47799,32793,https://www.facebook.com/photo?fbid=230426802453589,1
XSB,Xaysomboun,15,30 September 2021,33983,24115,https://www.facebook.com/photo?fbid=230426802453589,1
CENTRE,Central Hospitals,99,2 October 2021,166584,152068,https://www.facebook.com/photo?fbid=231961992300070,0
VTE,Vientiane Capital,13,2 October 2021,525813,386506,https://www.facebook.com/photo?fbid=231961992300070,0
PHO,Phongsaly,10,2 October 2021,53844,34898,https://www.facebook.com/photo?fbid=231961992300070,0
LNT,Luangnamtha,7,2 October 2021,72897,56843,https://www.facebook.com/photo?fbid=231961992300070,0
ODX,Oudomxay,9,2 October 2021,112513,79407,https://www.facebook.com/photo?fbid=231961992300070,0
BK,Bokeo,2,2 October 2021,131696,109632,https://www.facebook.com/photo?fbid=231961992300070,0
LPB,Luangprabang,8,2 October 2021,170080,120425,https://www.facebook.com/photo?fbid=231961992300070,0
HPH,Huaphanh,5,2 October 2021,76632,52984,https://www.facebook.com/photo?fbid=231961992300070,0
XYB,Xayabury,0,2 October 2021,132370,109479,https://www.facebook.com/photo?fbid=231961992300070,0
XK,Xiengkhuang,17,2 October 2021,87614,68076,https://www.facebook.com/photo?fbid=231961992300070,0
VTP,Vientiane,14,2 October 2021,223447,154725,https://www.facebook.com/photo?fbid=231961992300070,0
BKX,Borikhamxay,3,2 October 2021,114973,86275,https://www.facebook.com/photo?fbid=231961992300070,0
KHM,Khammuane,6,2 October 2021,181584,118454,https://www.facebook.com/photo?fbid=231961992300070,0
SVK,Savannakhet,12,2 October 2021,368296,223390,https://www.facebook.com/photo?fbid=231961992300070,0
SLV,Saravane,11,2 October 2021,154881,99630,https://www.facebook.com/photo?fbid=231961992300070,0
SK,Sekong,16,2 October 2021,45586,26734,https://www.facebook.com/photo?fbid=231961992300070,0
CPS,Champasak,4,2 October 2021,299862,171405,https://www.facebook.com/photo?fbid=231961992300070,0
ATP,Attapeu,1,2 October 2021,48648,34609,https://www.facebook.com/photo?fbid=231961992300070,0
XSB,Xaysomboun,15,2 October 2021,34563,24257,https://www.facebook.com/photo?fbid=231961992300070,0
CENTRE,Central Hospitals,99,3 October 2021,166645,152305,https://www.facebook.com/photo?fbid=232849825544620,0
VTE,Vientiane Capital,13,3 October 2021,525954,386506,https://www.facebook.com/photo?fbid=232849825544620,0
PHO,Phongsaly,10,3 October 2021,53844,34898,https://www.facebook.com/photo?fbid=232849825544620,0
LNT,Luangnamtha,7,3 October 2021,72897,56843,https://www.facebook.com/photo?fbid=232849825544620,0
ODX,Oudomxay,9,3 October 2021,112513,79407,https://www.facebook.com/photo?fbid=232849825544620,0
BK,Bokeo,2,3 October 2021,131745,109685,https://www.facebook.com/photo?fbid=232849825544620,0
LPB,Luangprabang,8,3 October 2021,170103,120448,https://www.facebook.com/photo?fbid=232849825544620,0
HPH,Huaphanh,5,3 October 2021,76739,52995,https://www.facebook.com/photo?fbid=232849825544620,0
XYB,Xayabury,0,3 October 2021,132436,109663,https://www.facebook.com/photo?fbid=232849825544620,0
XK,Xiengkhuang,17,3 October 2021,87686,68149,https://www.facebook.com/photo?fbid=232849825544620,0
VTP,Vientiane,14,3 October 2021,223447,154725,https://www.facebook.com/photo?fbid=232849825544620,0
BKX,Borikhamxay,3,3 October 2021,115156,86649,https://www.facebook.com/photo?fbid=232849825544620,0
KHM,Khammuane,6,3 October 2021,181584,118454,https://www.facebook.com/photo?fbid=232849825544620,0
SVK,Savannakhet,12,3 October 2021,370002,225313,https://www.facebook.com/photo?fbid=232849825544620,0
SLV,Saravane,11,3 October 2021,154881,99700,https://www.facebook.com/photo?fbid=232849825544620,0
SK,Sekong,16,3 October 2021,45586,26740,https://www.facebook.com/photo?fbid=232849825544620,0
CPS,Champasak,4,3 October 2021,299862,172219,https://www.facebook.com/photo?fbid=232849825544620,0
ATP,Attapeu,1,3 October 2021,52648,37042,https://www.facebook.com/photo?fbid=232849825544620,0
XSB,Xaysomboun,15,3 October 2021,34647,24308,https://www.facebook.com/photo?fbid=232849825544620,0
CENTRE,Central Hospitals,99,6 October 2021,166833,152847,https://www.facebook.com/photo/?fbid=234731782023091,1
VTE,Vientiane Capital,13,6 October 2021,528738,388416,https://www.facebook.com/photo/?fbid=234731782023091,1
PHO,Phongsaly,10,6 October 2021,54162,38010,https://www.facebook.com/photo/?fbid=234731782023091,1
LNT,Luangnamtha,7,6 October 2021,73084,57166,https://www.facebook.com/photo/?fbid=234731782023091,1
ODX,Oudomxay,9,6 October 2021,114304,79410,https://www.facebook.com/photo/?fbid=234731782023091,1
BK,Bokeo,2,6 October 2021,132525,115094,https://www.facebook.com/photo/?fbid=234731782023091,1
LPB,Luangprabang,8,6 October 2021,171779,125183,https://www.facebook.com/photo/?fbid=234731782023091,1
HPH,Huaphanh,5,6 October 2021,78289,53345,https://www.facebook.com/photo/?fbid=234731782023091,1
XYB,Xayabury,0,6 October 2021,133882,110140,https://www.facebook.com/photo/?fbid=234731782023091,1
XK,Xiengkhuang,17,6 October 2021,89875,68937,https://www.facebook.com/photo/?fbid=234731782023091,1
VTP,Vientiane,14,6 October 2021,226588,165089,https://www.facebook.com/photo/?fbid=234731782023091,1
BKX,Borikhamxay,3,6 October 2021,117368,88602,https://www.facebook.com/photo/?fbid=234731782023091,1
KHM,Khammuane,6,6 October 2021,183019,119418,https://www.facebook.com/photo/?fbid=234731782023091,1
SVK,Savannakhet,12,6 October 2021,370697,228800,https://www.facebook.com/photo/?fbid=234731782023091,1
SLV,Saravane,11,6 October 2021,156141,103069,https://www.facebook.com/photo/?fbid=234731782023091,1
SK,Sekong,16,6 October 2021,45697,27696,https://www.facebook.com/photo/?fbid=234731782023091,1
CPS,Champasak,4,6 October 2021,302890,178889,https://www.facebook.com/photo/?fbid=234731782023091,1
ATP,Attapeu,1,6 October 2021,54180,39511,https://www.facebook.com/photo/?fbid=234731782023091,1
XSB,Xaysomboun,15,6 October 2021,34647,24789,https://www.facebook.com/photo/?fbid=234731782023091,1
CENTRE,Central Hospitals,99,13 October 2021,168531,158580,https://www.facebook.com/photo?fbid=240226738140262,1
VTE,Vientiane Capital,13,13 October 2021,535977,419275,https://www.facebook.com/photo?fbid=240226738140262,1
PHO,Phongsaly,10,13 October 2021,54312,42703,https://www.facebook.com/photo?fbid=240226738140262,1
LNT,Luangnamtha,7,13 October 2021,75755,57766,https://www.facebook.com/photo?fbid=240226738140262,1
ODX,Oudomxay,9,13 October 2021,115820,80958,https://www.facebook.com/photo?fbid=240226738140262,1
BK,Bokeo,2,13 October 2021,133183,120703,https://www.facebook.com/photo?fbid=240226738140262,1
LPB,Luangprabang,8,13 October 2021,178461,137082,https://www.facebook.com/photo?fbid=240226738140262,1
HPH,Huaphanh,5,13 October 2021,82005,57075,https://www.facebook.com/photo?fbid=240226738140262,1
XYB,Xayabury,0,13 October 2021,137968,118595,https://www.facebook.com/photo?fbid=240226738140262,1
XK,Xiengkhuang,17,13 October 2021,94929,73533,https://www.facebook.com/photo?fbid=240226738140262,1
VTP,Vientiane,14,13 October 2021,231939,192954,https://www.facebook.com/photo?fbid=240226738140262,1
